,Game Name,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update
16965,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage    ,PC,Activision  ,Gunnar Games  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,27th Oct 09  ,
16966,Trailblazers    ,NS,Rising Star Games  ,Supergonk  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,15th Apr 18  ,22nd Sep 18
16967, Doukoku Soshite... Doukoku Soshite...    ,PSV,El Dia  ,El Dia  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,26th Apr 18  ,20th May 18
16968,VA-11 HALL-A    ,PSV,Wolfgame  ,Sukeban Games  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,14th Nov 17  ,09th Jan 18
16969,Arabians Lost: The Engagement on Desert    ,DS,Prototype  ,QuinRose  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,10th Sep 09  ,
16970,Little Anchor    ,PS2,D3 Publisher  ,D3 Publisher  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,23rd Apr 09  ,
16971,MotoGP 3: Ultimate Racing Technology    ,XB,THQ  ,Climax Group  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,30th Aug 05  ,
16972,V-Rally 4    ,PS4,Bigben Interactive  ,Kylotonn  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,11th Sep 18  ,22nd Mar 19
16973,WORKxWORK    ,NS,FuRyu Corporation  ,FuRyu  ,N/A  ,N/A  ,2.5,0.01m,,,0.01m,,04th Oct 18  ,21st Nov 18
16974,Bound By Flame    ,X360,Focus Home Interactive  ,Spiders  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,07th May 14  ,31st Oct 18
16975,Smiley World: Island Challenge    ,Wii,Zoo Digital Publishing  ,Zoo Games silver  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,09th Jun 09  ,
16976,Puffins: Island Adventure    ,DS,Majesco  ,Other Ocean Interactive  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,26th May 09  ,
16977,Big Hero 6: Battle in the Bay    ,DS,GameMill  ,GameMill  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,28th Oct 14  ,30th Jun 18
16978,Power Smash: Live Match!    ,PS3,Sega  ,Sumo Digital  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,25th Mar 10  ,
16979,Sengoku Hime: Senkou no Taika - Akatsuki no Haryuu    ,PS3,SystemSoft Alpha  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,19th Jul 12  ,
16980,Hanshin Tigers DS    ,DS,Spike  ,Spike  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,28th Aug 08  ,
16981,Monster Radar    ,PSV,Sony Computer Entertainment  ,Sony Marketing  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,17th Dec 11  ,
16982,Dangerous Waters    ,PC,Strategy First  ,Sonalysts Combat Simulations  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,13th Jan 06  ,
16983,Kawaii Koinu DS 2    ,DS,MTO  ,MTO  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,09th Oct 08  ,
16984,Moto Racer 4    ,PS4,Microids  ,Microids  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,24th Jan 17  ,
16985,NHL 08    ,PC,Electronic Arts  ,Electronic Arts  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,11th Sep 07  ,
16986,Shugo Chara! Norinori! Chara-Nari Zumu    ,DS,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,06th Aug 09  ,
16987,bit Generations: Dotstream    ,GBA,Nintendo  ,skip Ltd.  ,N/A  ,8,N/A  ,0.01m,,,0.01m,0.00m,13th Jul 06  ,
16988,Colin McRae Rally 2005 plus    ,PSP,Codemasters  ,Six by Nine  ,N/A  ,N/A  ,N/A  ,0.01m,,0.00m,0.01m,0.00m,01st Sep 05  ,
16989,Dear Girl: Stories Hibiki - Hibiki Tokkun Daisakusen!    ,DS,ASCII Media Works  ,ASCII Media Works  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,17th Dec 09  ,
16990,Mitsu x Mitsu Drops: Love x Love Honey Life     ,PS2,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,06th Apr 06  ,
16991,Dawn of Fantasy    ,PC,505 Games  ,Reverie World Studios Inc.  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,03rd Jun 11  ,
16992,Million Arthur: Arcana Blood    ,PS4,Square Enix  ,Square Enix  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,29th Nov 18  ,05th Jan 19
16993,LocoRoco Remastered    ,PS4,Sony Interactive Entertainment  ,SIE Japan Studio  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,09th May 17  ,24th Sep 18
16994,Lock's Quest    ,PS4,THQ Nordic  ,5TH Cell  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,30th May 17  ,11th Sep 18
16995,Bruce Lee: Return of the Legend     ,GBA,Vivendi Games  ,Vicarious Visions  ,N/A  ,8.4,N/A  ,0.01m,0.01m,0.00m,,0.00m,28th Mar 03  ,
16996,Clue / Mouse Trap / Perfection / Aggravation    ,DS,Unknown  ,Gravity-I  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,17th Aug 06  ,
16997,Spectrobes: Beyond the Portals (JP sales)    ,DS,Disney Interactive Studios  ,Jupiter Multimedia  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,07th Oct 08  ,
16998,WarTech: Senko no Ronde (JP sales)    ,X360,Ubisoft  ,G.Rev  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,29th May 07  ,02nd Jan 19
16999,Majin Tantei Nougami Neuro: Neuro to Miko no Bishoku Sanmai    ,DS,Marvelous Interactive  ,Marvelous Interactive  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,12th Jun 08  ,
17000,Onore no Shinzuru Michi wo Yuke    ,PSP,From Software  ,Silicon Studio  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,11th Jun 09  ,
17001,Brain Training for Dummies    ,PC,Electronic Arts  ,Electronic Arts  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,21st Oct 08  ,
17002,Maple Story: Unmei no Shoujo    ,3DS,Sega  ,Nexon  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,24th Apr 14  ,07th May 19
17003,Sumioni    ,PSV,Unknown  ,Acquire  ,4.3,N/A  ,N/A  ,0.01m,,,0.01m,,N/A  ,
17004,Atelier: The Alchemist of Arland 1-2-3 DX    ,NS,Koei Tecmo  ,Gust  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,20th Sep 18  ,26th Sep 18
17005,Tayutama: Kiss on my Deity    ,X360,5pb  ,Lump of Sugar  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,05th Nov 09  ,
17006,Desert Kingdom Portable    ,PSP,Idea Factory  ,Design Factory  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,21st Feb 13  ,26th Apr 19
17007,"Iza, Shutshjin! Koisen Dai-ni-maku    ",PSP,Asgard  ,"GignoSystem Japan, Inc.  ",N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,27th Feb 14  ,26th Apr 19
17008,MX vs. ATV Supercross Encore    ,PC,Nordic Games  ,Rainbow Studios  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,27th Oct 15  ,27th Jun 18
17009,Romance of the Three Kingdoms 13 with Power-Up Kit    ,PS3,Tecmo Koei  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,16th Feb 17  ,
17010,Heroes of the Storm    ,PC,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,01st Jan 14  ,23rd Apr 19
17011,Teikoku Kaleido: Kakumei no Rondo    ,PSV,Dramatic Create  ,Dramatic Create  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,21st Sep 17  ,
17012,Tokimeki Memorial: Forever with You    ,PSP,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,09th Mar 06  ,
17013,Armored Core: Verdict Day    ,X360,Bandai Namco Games  ,From Software  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,24th Sep 13  ,16th Nov 18
17014,GoGo's Crazy Bones    ,DS,GameMill Entertainment  ,"Black Lantern Studios, Inc.  ",N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,28th Mar 12  ,26th Apr 19
17015,Stolen    ,PC,Hip Interactive  ,Blue 52  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,22nd Apr 05  ,
17016,Fata Morgana no Kan: Collected Edition    ,PSV,Dramatic Create  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,16th Mar 17  ,
17017,"Shooting Love, 200X    ",X360,Triangle Service  ,Triangle Service  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,19th Feb 09  ,
17018,Zuma's Revenge!    ,PC,PopCap Games  ,PopCap Games  ,N/A  ,8.3,N/A  ,0.01m,0.01m,,,0.00m,16th Sep 09  ,
17019,Sid Meier's Civilization V: Game of the Year Edition    ,PC,2K Games  ,Firaxis Games  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,26th Sep 11  ,
17020,Vampire Saga: Welcome to Hell Lock    ,PC,Alawar Entertainment  ,"Alawar Entertainment, Inc.  ",N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,14th Jul 11  ,03rd May 19
17021,Bob the Builder: Festival of Fun    ,Wii,Blast! Entertainment Ltd  ,Blast! Entertainment Ltd  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,22nd May 09  ,
17022,BlowOut    ,GC,Majesco  ,Terminal Reality  ,N/A  ,6.5,N/A  ,0.01m,0.01m,0.00m,,0.00m,26th Nov 03  ,
17023,Fortissimo    ,PSV,Otomate Idea Factory  ,Kadokawa Games  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,08th Mar 18  ,25th Mar 18
17024,Neo Atlas 1469    ,NS,Studio Artdink  ,ArtDink  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,19th Apr 18  ,20th Jan 18
17025,Lemmings Revolution    ,PC,Take-Two Interactive  ,Psygnosis  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,30th Apr 00  ,
17026,Fushigi Yuugi: Suzaku Ibun    ,PS2,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,29th May 08  ,
17027,Rebel Raiders: Operation Nighthawk     ,Wii,XS Games  ,Kando Games  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,23rd Sep 08  ,
17028,Zettai Geigeki Wars    ,PSV,Acquire  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,02nd Jul 15  ,
17029,Nursery Mania    ,DS,Zoo Games  ,Collision Studios  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,06th Jul 10  ,
17030,Chouchou Jiken Rhapsodic    ,PSV,Idea Factory  ,RED Entertainment  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,30th Nov 17  ,07th Jan 18
17031,Bermuda Triangle: Saving the Coral    ,DS,Storm City Games  ,NorthPole Studio  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,02nd Feb 10  ,
17032,Edel Blume    ,PS2,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,24th Apr 08  ,
17033,WiZmans World    ,DS,Jaleco  ,Lancarse  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,25th Feb 10  ,
17034,Soukai Buccaneers    ,PSV,Unknown  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,17th Jul 14  ,
17035,Yoku's Island Express    ,NS,Villa Gorilla  ,Villa Gorilla  ,N/A  ,9,6,0.01m,0.01m,,,0.00m,19th Jun 18  ,31st Mar 19
17036,Captain Earth: Mind Labyrinth    ,PSV,Namco Bandai Games  ,Namco Bandai Games  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,26th Feb 15  ,
17037,Beyond the Legend - Mysteries of Olympus    ,PC,GSP  ,Big Fish Games  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,20th May 16  ,22nd Sep 18
17038,Winning Post 7 2013    ,PSP,Tecmo Koei  ,Tecmo Koei Games  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,14th Mar 13  ,19th Jan 19
17039,Rain Drops    ,DS,UFO Interactive  ,"CyberPlanet Interactive Public Co., Ltd.  ",N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,09th Sep 08  ,
17040,Sniper Elite III    ,PC,Rebellion Developments  ,Rebellion Developments  ,7.3,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,27th Jun 14  ,22nd Sep 18
17041,Steins;Gate Elite    ,PSV,5pb  ,5pb. Inc.  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,20th Sep 18  ,06th Nov 18
17042,WTA Tour Tennis    ,GC,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,24th Sep 02  ,
17043,Clear: Atarashii Kaze no Fuku Oka de    ,PS2,Sweets  ,Moonstone  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,19th Feb 09  ,
17044,NUGA-CEL!    ,PS2,Idea Factory  ,Lupinus  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,30th Jul 09  ,
17045,International Cricket Captain 2009    ,PC,Empire Interactive  ,Empire Interactive  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,05th May 09  ,
17046,Canvas 3: Tanshoku no Pastel    ,PS2,GN Software  ,GN Software  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,17th Sep 09  ,
17047,Just Dance: Disney Party 2    ,Wii,Ubisoft  ,Ubisoft San Francisco  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,20th Oct 15  ,07th Apr 18
17048,DS Dengeki Bunko ADV: Baccano!    ,DS,Media Works  ,Media Works  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,28th Feb 08  ,
17049,James Bond 007: Blood Stone    ,PC,Activision  ,Bizarre Creations  ,N/A  ,6.2,N/A  ,0.01m,0.01m,,,0.00m,02nd Nov 10  ,
17050,World Snooker Challenge 2005    ,PSP,Sega  ,Blade Interactive  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,01st Sep 05  ,
17051,Vitamin Z: Graduation    ,PSP,D3Publisher  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,31st Jan 13  ,
17052,NG    ,PSV,Experience Inc.  ,Experience Inc.  ,7,N/A  ,N/A  ,0.01m,,,0.01m,,13th Sep 18  ,09th Mar 19
17053,Winx Club: Join the Club    ,PSP,Konami  ,n-Space  ,N/A  ,3.6,N/A  ,0.01m,0.01m,,,0.00m,07th May 07  ,
17054,SteamWorld Dig 2    ,NS,Rising Star Games  ,Image & Form Games  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,19th Jun 18  ,31st Mar 19
17055,Gal Gun: Double Peace    ,PS4,PQube  ,Inti Creates  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,02nd Aug 16  ,04th May 18
17056,NBA 2K13    ,PSP,2K Sports  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,0.01m,0.00m,0.00m,,0.00m,02nd Oct 12  ,04th Jan 18
17057,Karumaruka Circle    ,PSV,Entergram  ,Entergram  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,29th Jun 17  ,
17058,Ouran Koukou Host Bu DS    ,DS,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,19th Mar 09  ,
17059,Chegger's Party Quiz    ,Wii,Oxygen Interactive  ,Oxygen Interactive  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,19th Mar 08  ,
17060,Rosario to Vampire CAPU 2: Koi to Yume no Kyousoukyoku    ,PS2,Compile Heart  ,Compile Heart  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,23rd Jul 09  ,
17061,Victorian Mysteries: Woman in White    ,PC,eGames  ,Freeze Tag  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,17th Dec 10  ,
17062,Command & Conquer: Generals    ,PC,Electronic Arts  ,EA Pacific  ,N/A  ,8.6,N/A  ,0.01m,0.01m,0.00m,,0.00m,10th Feb 03  ,
17063,Superstars V8 Next Challenge    ,X360,Deep Silver  ,Milestone S.r.l.  ,N/A  ,N/A  ,N/A  ,0.01m,0.00m,0.01m,,0.00m,25th Jan 11  ,
17064,Darkness and Sorrow: 5 Game Pack    ,PC,Focus Multimedia  ,Focus Multimedia  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,26th Sep 14  ,23rd Apr 19
17065,Pro Evolution Soccer 2008    ,DS,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,11th Mar 08  ,
17066,Zorro: Quest For Justice    ,DS,505 Games  ,505 Games  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,12th Feb 10  ,
17067,Akatsuki no Amaneka to Aoi Kyojin    ,X360,CyberFront  ,Kogado Software Products  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,11th Mar 10  ,
17068,Ketsui Deathtiny: Kizuna Jigoku Tachi    ,PS4,M2  ,M2  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,29th Nov 18  ,19th Dec 18
17069,Darkstalkers Resurrection    ,X360,Capcom  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,13th Mar 13  ,
17070,Phi Brain: Kizuna no Puzzle    ,PSP,Arc System Works  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,31st May 12  ,
17071,Kouekizaidan Houjin Nihon Kanji Nouryoku Kentei Kyoukai: Kanken Training 2    ,3DS,Imagineer  ,Imagineer  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,20th Jul 17  ,
17072,A.C.E.: Another Century's Episode 2 - Special Vocal Version    ,PS2,Banpresto  ,From Software  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,29th Nov 07  ,
17073,Capcom Puzzle World    ,PSP,Capcom  ,Capcom  ,N/A  ,7.4,N/A  ,0.01m,0.01m,0.00m,,0.00m,06th Feb 07  ,
17074,Challenge Me: Word Puzzles    ,Wii,O-Games  ,O Games  ,N/A  ,N/A  ,N/A  ,0.01m,0.00m,0.00m,,0.00m,03rd May 11  ,
17075,Clannad    ,PSV,Prototype  ,Prototype  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,14th Aug 14  ,22nd Mar 19
17076,Anpanman to Touch de Waku Waku Training    ,DS,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,03rd Sep 09  ,
17077,Giana Sisters: Twisted Dreams    ,NS,THQ Nordic  ,Black Forest Games  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,25th Sep 18  ,26th Oct 18
17078,Rome: Total War Anthology    ,PC,Sega  ,The Creative Assembly  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,20th Jun 08  ,
17079,Tom Clancy's Ghost Recon Advanced Warfighter 2    ,PC,Ubisoft  ,GRIN  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,17th Jul 07  ,
17080,Action Girlz Racing    ,Wii,Conspiracy Entertainment  ,Data Design Interactive  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,29th Jan 08  ,
17081,Guilty Gear 2: Overture    ,X360,Aksys Games  ,Arc System Works  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,07th Oct 08  ,21st Apr 19
17082,Blades of Thunder II    ,DS,Summitsoft  ,CokeM Interactive  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,18th Apr 06  ,
17083,Anpanman Niko Niko Party    ,Wii,Agatsuma Entertainment  ,Agatsuma Entertainment  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,25th Nov 10  ,
17084,Dragon's Dogma    ,PC,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,15th Jan 16  ,01st Jan 18
17085,KLAP!! Kind Love And Punish    ,PSV,Idea Factory  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,30th Jul 15  ,
17086,Yuuna and the Haunted Hot Springs: Steam Dungeon    ,PS4,FuRyu Corporation  ,FuRyu  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,15th Nov 18  ,22nd Nov 18
17087,Hugo: The Evil Mirror    ,GBA,Namco  ,ITE Media  ,N/A  ,5.9,N/A  ,0.01m,0.01m,0.00m,,0.00m,24th Apr 05  ,
17088,King's Field: Additional I    ,PSP,From Software  ,From Software  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,20th Jul 06  ,
17089,Painkiller: Hell & Damnation    ,PC,Nordic Games  ,The Farm 51  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,31st Oct 12  ,23rd Apr 19
17090,The City of Lost Children    ,PS,Psygnosis  ,Psygnosis  ,N/A  ,4.9,N/A  ,0.01m,0.00m,0.00m,,0.00m,31st May 97  ,
17091,Backyard Sports Baseball 2007    ,PS2,Atari  ,Game Brains  ,N/A  ,N/A  ,N/A  ,0.01m,0.00m,0.00m,,0.00m,05th Sep 06  ,
17092,Little King's Story    ,PSV,Konami Digital Entertainment  ,Unknown  ,7,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,02nd Oct 12  ,
17093,Pirates of Black Cove    ,PC,Paradox Interactive   ,Nitro Games  ,N/A  ,5.5,N/A  ,0.01m,,0.01m,,0.00m,02nd Aug 11  ,
17094,Puchi Eva: Evangelion @ Game    ,DS,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,20th Mar 08  ,
17095,Generation of Chaos 6    ,PSP,NIS America  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,19th Feb 13  ,
17096,Shinkyouku Soukai Polyphonica: 3&4 Hanashi Kanketsuhen    ,PS2,Prototype  ,Visual Arts  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,27th Dec 07  ,
17097,X-Men Legends II: Rise of Apocalypse    ,PC,Activision  ,Raven Software  ,N/A  ,7.9,N/A  ,0.01m,0.01m,,,0.00m,20th Sep 05  ,
17098,Pawly Pets: My Pet Hotel     ,DS,Ubisoft  ,DTP Young Entertainment  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,08th May 07  ,
17099,Rewrite: Harvest Festa!    ,PSV,Prototype  ,Prototype  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,18th May 17  ,
17100,Time Ace    ,DS,Konami  ,Trainwreck Studios  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,,,0.00m,12th Jun 07  ,
17101,Winning Post World 2010    ,Wii,KOEI  ,Koei  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,02nd Apr 10  ,
17102,Chronicles of Mystery: The Scorpio Ritual    ,PC,City Interactive  ,Navarre Corporation  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,26th Nov 08  ,
17103,The Liar Princess and the Blind Prince     ,PSV,Nippon Ichi Software  ,Nippon Ichi Software  ,6,N/A  ,N/A  ,0.01m,,,0.01m,,31st May 18  ,06th Jun 18
17104,Pride of Nations    ,PC,Paradox Interactive   ,AGEOD  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,07th Jun 11  ,
17105,MetropolisMania 2    ,PS2,Natsume  ,Indi Software  ,N/A  ,4.3,N/A  ,0.01m,0.00m,0.00m,,0.00m,28th Aug 07  ,
17106,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 250 Banjin no KanKen Premium - Zenkyuu Zen-Kanji Kanzen Seiha    ,DS,IE Institute  ,IE Institute  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,23rd Apr 09  ,
17107,NCAA College Basketball 2K3    ,GC,Sega  ,Kush Games  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,02nd Nov 02  ,
17108,Genji Koi Emaki    ,PSV,Quinrose  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,17th Sep 15  ,
17109,Majin Bone: The Majin of Space and Time    ,3DS,Namco Bandai Games  ,Namco Bandai Games  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,09th Oct 14  ,07th May 19
17110,WRC 5: FIA World Rally Championship    ,X360,Bigben Interactive  ,Kylotonn Entertainment  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,24th Nov 15  ,24th Apr 18
17111,Bratz: Forever Diamondz    ,GBA,THQ  ,Barking Lizards  ,N/A  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,,0.00m,18th Sep 06  ,
17112,God Wars: Nihon Shinwa Taisen    ,PSV,Kadokawa Games  ,Kadokawa Games  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,14th Jun 18  ,24th Jun 18
17113,Jissen Pachi-Slot Pachinko Hisshouhou! Wii Hokuto no Ken Sammy's Collection    ,Wii,Sega  ,Sammy Studios  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,24th May 07  ,
17114,Teikoku Kaigun Renbojou: Meiji Yokosuka Koushinkyoku    ,PSV,D3Publisher  ,Unknown  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,25th Sep 15  ,
17115,D-Day    ,PC,O3 Entertainment  ,Digital Reality  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,07th Dec 04  ,
17116,Secret Files 2: Puritas Cordis    ,DS,Deep Silver  ,Fusionsphere Systems / Animation Arts  ,N/A  ,N/A  ,N/A  ,0.01m,,0.01m,,0.00m,08th May 09  ,
17117,SimCity 3000 Unlimited    ,PC,Electronic Arts  ,Maxis  ,N/A  ,6.9,N/A  ,0.01m,0.01m,,,0.00m,16th May 00  ,
17118,Harakuju Tantei Gakuen: Steel Wood    ,PSP,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,22nd Apr 10  ,
17119,Harry Potter and the Goblet of Fire    ,PC,Electronic Arts  ,Electronic Arts  ,N/A  ,6.7,N/A  ,0.01m,,0.01m,,0.00m,08th Nov 05  ,
17120,Kira * Kira: Rock 'n' Roll Show    ,PS2,Princess Soft  ,Princess Soft  ,N/A  ,N/A  ,N/A  ,0.01m,,,0.01m,,26th Feb 09  ,
